figure_family	figure_title	panel	panel_title	panel_purpose	module_rank	feature_id	display_label	validation_class	infection_direction	infection_coherence	preterm_effect	preterm_coherence	dataset_effects
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	A	Independent-dataset effect heatmap	One primary effect per dataset; no repeated contrasts.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	1	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	-0.4971530114341522	0.6666666666666666	GSE112098=0.5287|FDR10=True;GSE186800=-0.0500|FDR10=False;GSE252321=1.2720|FDR10=False;GSE280297=0.0681|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	2	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	0.2878657120830686	1.0	GSE112098=0.5414|FDR10=True;GSE186800=-0.4518|FDR10=False;GSE252321=0.6107|FDR10=False;GSE280297=0.4246|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	3	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	limited_independent_support	negative	0.6923076923076923	0.130834045096689	0.6666666666666666	GSE112098=-0.2673|FDR10=True;GSE186800=-0.0699|FDR10=False;GSE252321=-0.3102|FDR10=False;GSE280297=0.2987|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	1	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	-0.4971530114341522	0.6666666666666666	GSE112098=0.5287|FDR10=True;GSE186800=-0.0500|FDR10=False;GSE252321=1.2720|FDR10=False;GSE280297=0.0681|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	2	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	0.2878657120830686	1.0	GSE112098=0.5414|FDR10=True;GSE186800=-0.4518|FDR10=False;GSE252321=0.6107|FDR10=False;GSE280297=0.4246|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	3	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	limited_independent_support	negative	0.6923076923076923	0.130834045096689	0.6666666666666666	GSE112098=-0.2673|FDR10=True;GSE186800=-0.0699|FDR10=False;GSE252321=-0.3102|FDR10=False;GSE280297=0.2987|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	1	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	-0.4971530114341522	0.6666666666666666	GSE112098=0.5287|FDR10=True;GSE186800=-0.0500|FDR10=False;GSE252321=1.2720|FDR10=False;GSE280297=0.0681|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	2	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	0.2878657120830686	1.0	GSE112098=0.5414|FDR10=True;GSE186800=-0.4518|FDR10=False;GSE252321=0.6107|FDR10=False;GSE280297=0.4246|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	3	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	limited_independent_support	negative	0.6923076923076923	0.130834045096689	0.6666666666666666	GSE112098=-0.2673|FDR10=True;GSE186800=-0.0699|FDR10=False;GSE252321=-0.3102|FDR10=False;GSE280297=0.2987|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	1	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	-0.4971530114341522	0.6666666666666666	GSE112098=0.5287|FDR10=True;GSE186800=-0.0500|FDR10=False;GSE252321=1.2720|FDR10=False;GSE280297=0.0681|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	2	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	0.2878657120830686	1.0	GSE112098=0.5414|FDR10=True;GSE186800=-0.4518|FDR10=False;GSE252321=0.6107|FDR10=False;GSE280297=0.4246|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	3	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	limited_independent_support	negative	0.6923076923076923	0.130834045096689	0.6666666666666666	GSE112098=-0.2673|FDR10=True;GSE186800=-0.0699|FDR10=False;GSE252321=-0.3102|FDR10=False;GSE280297=0.2987|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	1	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	-0.4971530114341522	0.6666666666666666	GSE112098=0.5287|FDR10=True;GSE186800=-0.0500|FDR10=False;GSE252321=1.2720|FDR10=False;GSE280297=0.0681|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	2	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	one_FDR_dataset_plus_independent_concordant_effect	positive	0.6923076923076923	0.2878657120830686	1.0	GSE112098=0.5414|FDR10=True;GSE186800=-0.4518|FDR10=False;GSE252321=0.6107|FDR10=False;GSE280297=0.4246|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	3	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	limited_independent_support	negative	0.6923076923076923	0.130834045096689	0.6666666666666666	GSE112098=-0.2673|FDR10=True;GSE186800=-0.0699|FDR10=False;GSE252321=-0.3102|FDR10=False;GSE280297=0.2987|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	4	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	context_divergent_or_tissue_specific	negative	0.6153846153846154	-0.4555306999870017	1.0	GSE112098=-0.0119|FDR10=False;GSE186800=0.0935|FDR10=False;GSE252321=1.2139|FDR10=False;GSE280297=-0.0385|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	5	COMPLEMENT_REGULATORS	Complement regulators	limited_independent_support	positive	1.0	-0.1151856694214474	0.6666666666666666	GSE112098=0.0923|FDR10=False;GSE186800=0.1554|FDR10=False;GSE252321=0.2582|FDR10=False;GSE280297=0.5237|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	6	COMPLEMENT_LECTIN	Lectin complement pathway	limited_independent_support	negative	1.0	0.3022518246503143	0.6666666666666666	GSE112098=-0.0446|FDR10=False;GSE186800=-0.0154|FDR10=False;GSE252321=-0.4272|FDR10=False;GSE280297=-0.1012|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	7	COMPLEMENT_CLASSICAL	Classical complement pathway	limited_independent_support	positive	0.6923076923076923	0.4735556700610808	1.0	GSE112098=0.0482|FDR10=False;GSE186800=-0.3507|FDR10=False;GSE252321=0.0450|FDR10=False;GSE280297=0.2653|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	8	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	limited_independent_support	negative	0.6923076923076923	0.2020359434638153	1.0	GSE112098=-0.0330|FDR10=False;GSE186800=-0.0621|FDR10=False;GSE252321=-0.1859|FDR10=False;GSE280297=0.3001|FDR10=False
Figure_10	Complement initiation, amplification, effector and regulatory architecture	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	9	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	1	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	pregnancy_outcome_priority	unresolved		-1.1529232070436364	1.0	GSE112098=0.0454|FDR10=False;GSE186800=-0.0025|FDR10=False;GSE252321=0.9316|FDR10=False;GSE280297=-0.2611|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	2	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	3	AMINO_ACID_TRANSPORT	Amino-acid transport	two_dataset_concordant_effect	positive	0.6923076923076923	-0.9110329763420932	1.0	GSE112098=0.1404|FDR10=False;GSE186800=0.5415|FDR10=False;GSE252321=1.5424|FDR10=False;GSE280297=-0.0779|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	4	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	5	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.8043093611651837	1.0	GSE112098=-0.0904|FDR10=False;GSE186800=0.6070|FDR10=False;GSE252321=0.5369|FDR10=False;GSE280297=0.0072|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	6	LEPTIN_SIGNALING	Leptin signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.7524117043029656	1.0	GSE112098=0.3544|FDR10=True;GSE186800=0.7289|FDR10=False;GSE252321=0.9901|FDR10=False;GSE280297=0.3395|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	7	STEROIDOGENESIS_CORE	Core steroidogenesis	limited_independent_support	negative	0.6923076923076923	0.6984821720927213	1.0	GSE112098=-0.0928|FDR10=False;GSE186800=0.0341|FDR10=False;GSE252321=-0.3566|FDR10=False;GSE280297=-0.1577|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	8	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.6759836665295377	1.0	GSE112098=0.1896|FDR10=False;GSE186800=0.6586|FDR10=False;GSE252321=0.6087|FDR10=False;GSE280297=-0.0467|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	9	PI3K_AKT_SIGNALING	PI3K-AKT signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.6352753686157185	1.0	GSE112098=0.3307|FDR10=True;GSE186800=0.7117|FDR10=False;GSE252321=0.5145|FDR10=False;GSE280297=0.1040|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	10	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	11	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	limited_independent_support	positive	1.0	-0.5591454054564856	0.6666666666666666	GSE112098=0.2900|FDR10=True;GSE186800=0.2455|FDR10=False;GSE252321=1.8319|FDR10=False;GSE280297=0.2163|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	12	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	limited_independent_support	negative	0.6923076923076923	0.5120363485796444	1.0	GSE112098=-0.0527|FDR10=False;GSE186800=0.1523|FDR10=False;GSE252321=-0.7022|FDR10=False;GSE280297=-0.2572|FDR10=False
